molIdx	molSmiles	molregno	validMol	scafSmiles	inDB	scafID	pScore	inDrug	substancesTested	substancesActive	assaysTested	assaysActive	samplesTested	samplesActive
763	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nnc2c1	383251	True	O=C(NN1CCNCC1)c1ccccc1	True	29541	2.0	False	25	17	696	23	15567	26
763	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nnc2c1	383251	True	c1ccc(Nc2nnc3ccccc3n2)cc1	False									
763	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nnc2c1	383251	True	c1ccc(-c2ccc3ncnnc3c2)cc1	False									
763	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nnc2c1	383251	True	C1CNCCN1	True	144	267.0	True	32722	24536	820	767	15744160	106367
763	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nnc2c1	383251	True	c1ccc2nncnc2c1	True	2345	1.0	False	4	3	278	5	887	5
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	O=C(NN1CCNCC1)c1ccc(Nc2nnc3cc(-c4ccccc4)ccc3n2)cc1	False									
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	O=C(NN1CCNCC1)c1ccc(Nc2nnc3ccccc3n2)cc1	False									
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	c1ccc(Nc2nnc3cc(-c4ccccc4)ccc3n2)cc1	False									
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	O=C(NN1CCNCC1)c1ccccc1	True	29541	2.0	False	25	17	696	23	15567	26
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	c1ccc(Nc2nnc3ccccc3n2)cc1	False									
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	c1ccc(-c2ccc3ncnnc3c2)cc1	False									
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	C1CNCCN1	True	144	267.0	True	32722	24536	820	767	15744160	106367
764	Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(C(=O)NN4CCNCC4)cc3)nnc2c1	383252	True	c1ccc2nncnc2c1	True	2345	1.0	False	4	3	278	5	887	5
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc(-c2ccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2)cc1	False									
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	False									
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc(Nc2nnc3cc(-c4ccccc4)ccc3n2)cc1	False									
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc(OCCN2CCCC2)cc1	True	28708	52.0	True	36	35	799	71	17741	209
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc(Nc2nnc3ccccc3n2)cc1	False									
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc(-c2ccc3ncnnc3c2)cc1	False									
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	C1CCNC1	True	18	219.0	True	10732	7489	820	736	4844334	30036
765	Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383263	True	c1ccc2nncnc2c1	True	2345	1.0	False	4	3	278	5	887	5
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc(-c2ccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2)cc1	False									
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	False									
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc(Nc2nnc3cc(-c4ccccc4)ccc3n2)cc1	False									
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc(OCCN2CCCC2)cc1	True	28708	52.0	True	36	35	799	71	17741	209
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc(Nc2nnc3ccccc3n2)cc1	False									
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc(-c2ccc3ncnnc3c2)cc1	False									
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	C1CCNC1	True	18	219.0	True	10732	7489	820	736	4844334	30036
766	Cc1cccc(C)c1-c1cc(NS(C)(=O)=O)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1	383266	True	c1ccc2nncnc2c1	True	2345	1.0	False	4	3	278	5	887	5
767	CC(C)C/C=C1/CC(CO)(COC(=O)CC(CC(C)C)CC(C)C)OC1=O	384022	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
768	CNc1nc2cc3ccccc3cc2n2c(C)cnc12	384062	True	c1ccc2cc3c(cc2c1)ncc1nccn13	False									
769	Cc1cnc2c(NCCO)nc3cc4ccccc4cc3n12	384066	True	c1ccc2cc3c(cc2c1)ncc1nccn13	False									
770	CNc1nc2cc3ccccc3cc2c2c(C)cnn12	384068	True	c1ccc2cc3c(cc2c1)ncn1nccc31	False									
771	O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(=O)O)cc43)cc21	384072	True	O=C1Nc2ccccc2C1=Cc1cc2c([nH]1)CCCC2	True	94618	20.0	False	1	1	398	27	398	27
771	O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(=O)O)cc43)cc21	384072	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
771	O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(=O)O)cc43)cc21	384072	True	c1cc2c([nH]1)CCCC2	True	51986	111.0	False	5	5	803	88	3313	104
772	O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)cc21	384076	True	O=C1Nc2ccccc2C1=Cc1cc2c([nH]1)CCCC2	True	94618	20.0	False	1	1	398	27	398	27
772	O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)cc21	384076	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
772	O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)cc21	384076	True	c1cc2c([nH]1)CCCC2	True	51986	111.0	False	5	5	803	88	3313	104
773	CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)c(C)cc3C)c2c1C(C)C	384098	True	c1ccc(Nc2ncnn3cccc23)cc1	False									
773	CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)c(C)cc3C)c2c1C(C)C	384098	True	c1cc2cncnn2c1	True	112165		False	0	0	0	0	0	0
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1	True	2748	1.0	True	1	1	402	7	402	7
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	c1ccc(Nc2nccc(-c3cccnc3)n2)cc1	True	2749	1.0	True	2	1	404	7	429	7
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	O=C(Nc1cccc(Nc2ncccn2)c1)c1ccccc1	True	2752	1.0	True	1	1	402	7	402	7
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	c1cncc(-c2ccncn2)c1	True	2750	17.0	True	6	5	572	30	2225	32
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	c1ccc(Nc2ncccn2)cc1	True	2751	206.0	True	156	149	812	268	82170	976
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	O=C(Nc1ccccc1)c1ccccc1	True	271	304.0	True	6745	5473	820	697	3462835	27087
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
774	CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F	384202	True	c1cncnc1	True	339	333.0	True	6381	5159	820	721	3419030	28391
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1	True	2748	1.0	True	1	1	402	7	402	7
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	c1ccc(Nc2nccc(-c3cccnc3)n2)cc1	True	2749	1.0	True	2	1	404	7	429	7
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	O=C(Nc1cccc(Nc2ncccn2)c1)c1ccccc1	True	2752	1.0	True	1	1	402	7	402	7
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	c1cncc(-c2ccncn2)c1	True	2750	17.0	True	6	5	572	30	2225	32
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	c1ccc(Nc2ncccn2)cc1	True	2751	206.0	True	156	149	812	268	82170	976
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	O=C(Nc1ccccc1)c1ccccc1	True	271	304.0	True	6745	5473	820	697	3462835	27087
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
775	Cc1ccc(NC(=O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1	384204	True	c1cncnc1	True	339	333.0	True	6381	5159	820	721	3419030	28391
776	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12	381937	True	c1ccc(CCCOc2cncc(-c3ccc4[nH]ncc4c3)c2)cc1	False									
776	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12	381937	True	c1ccc(CCCOc2cccnc2)cc1	True	112208		False	0	0	0	0	0	0
776	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12	381937	True	c1cncc(-c2ccc3[nH]ncc3c2)c1	False									
776	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12	381937	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
776	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12	381937	True	c1ccc2[nH]ncc2c1	True	92	173.0	True	454	367	820	397	227868	1796
777	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3)cc12	381945	True	c1ccc(CCCOc2cncc(-c3ccc4[nH]ncc4c3)c2)cc1	False									
777	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3)cc12	381945	True	c1ccc(CCCOc2cccnc2)cc1	True	112208		False	0	0	0	0	0	0
777	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3)cc12	381945	True	c1cncc(-c2ccc3[nH]ncc3c2)c1	False									
777	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3)cc12	381945	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
777	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3)cc12	381945	True	c1ccc2[nH]ncc2c1	True	92	173.0	True	454	367	820	397	227868	1796
778	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12	381996	True	c1cc2c(cc1CCCOc1cncc(-c3ccc4[nH]ncc4c3)c1)OCCO2	False									
778	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12	381996	True	c1cncc(OCCCc2ccc3c(c2)OCCO3)c1	False									
778	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12	381996	True	c1cncc(-c2ccc3[nH]ncc3c2)c1	False									
778	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12	381996	True	c1ccc2c(c1)OCCO2	True	317	309.0	True	4972	3791	820	703	2461567	20657
778	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12	381996	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
778	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12	381996	True	c1ccc2[nH]ncc2c1	True	92	173.0	True	454	367	820	397	227868	1796
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	O=C1Nc2ccc(-c3cncc(OCCCc4ccccc4)c3)cc2C1=Cc1ccc[nH]1	False									
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	C=C1C(=O)Nc2ccc(-c3cncc(OCCCc4ccccc4)c3)cc21	False									
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1	False									
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	c1ccc(CCCOc2cccnc2)cc1	True	112208		False	0	0	0	0	0	0
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	C=C1C(=O)Nc2ccc(-c3cccnc3)cc21	False									
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
779	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C/c2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1	382004	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	O=C1Nc2ccc(-c3cncc(OCCCc4ccccc4)c3)cc2C1=Cc1ccco1	False									
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	C=C1C(=O)Nc2ccc(-c3cncc(OCCCc4ccccc4)c3)cc21	False									
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccco1	False									
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	c1ccc(CCCOc2cccnc2)cc1	True	112208		False	0	0	0	0	0	0
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	C=C1C(=O)Nc2ccc(-c3cccnc3)cc21	False									
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	O=C1Nc2ccccc2C1=Cc1ccco1	True	46895	39.0	False	5	5	657	45	2622	53
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
780	N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1ccccc1	382005	True	c1ccoc1	True	259	443.0	True	28486	22789	820	786	14544446	149003
781	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)O)c[nH]1)C(=O)N2	385869	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
781	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)O)c[nH]1)C(=O)N2	385869	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
781	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)O)c[nH]1)C(=O)N2	385869	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
782	Cc1c(C(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(NC(N)=O)cc21	385870	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
782	Cc1c(C(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(NC(N)=O)cc21	385870	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
782	Cc1c(C(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(NC(N)=O)cc21	385870	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
783	CN(C)CCNC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccc(NC(N)=O)cc32)c1	385873	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
783	CN(C)CCNC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccc(NC(N)=O)cc32)c1	385873	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
783	CN(C)CCNC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccc(NC(N)=O)cc32)c1	385873	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
784	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCCCC3)c[nH]1)C(=O)N2	385874	True	O=C1Nc2ccccc2C1=Cc1cc(C(=O)NCCN2CCCCC2)c[nH]1	False									
784	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCCCC3)c[nH]1)C(=O)N2	385874	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
784	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCCCC3)c[nH]1)C(=O)N2	385874	True	O=C(NCCN1CCCCC1)c1cc[nH]c1	False									
784	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCCCC3)c[nH]1)C(=O)N2	385874	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
784	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCCCC3)c[nH]1)C(=O)N2	385874	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
784	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCCCC3)c[nH]1)C(=O)N2	385874	True	C1CCNCC1	True	128	223.0	True	34216	24853	820	773	16599767	96061
785	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2	385875	True	O=C1Nc2ccccc2C1=Cc1cc(C(=O)NCCN2CCOCC2)c[nH]1	False									
785	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2	385875	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
785	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2	385875	True	O=C(NCCN1CCOCC1)c1cc[nH]c1	True	74206	0.0	False	3	2	808	2	2265	2
785	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2	385875	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
785	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2	385875	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
785	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2	385875	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
786	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3cnc[nH]3)c[nH]1)C(=O)N2	385877	True	O=C1Nc2ccccc2C1=Cc1cc(C(=O)NCCc2cnc[nH]2)c[nH]1	False									
786	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3cnc[nH]3)c[nH]1)C(=O)N2	385877	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
786	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3cnc[nH]3)c[nH]1)C(=O)N2	385877	True	O=C(NCCc1cnc[nH]1)c1cc[nH]c1	False									
786	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3cnc[nH]3)c[nH]1)C(=O)N2	385877	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
786	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3cnc[nH]3)c[nH]1)C(=O)N2	385877	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
786	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3cnc[nH]3)c[nH]1)C(=O)N2	385877	True	c1c[nH]cn1	True	26	278.0	True	5114	3964	823	703	2407253	17925
787	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3ccncc3)c[nH]1)C(=O)N2	385878	True	O=C1Nc2ccccc2C1=Cc1cc(C(=O)NCCc2ccncc2)c[nH]1	False									
787	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3ccncc3)c[nH]1)C(=O)N2	385878	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
787	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3ccncc3)c[nH]1)C(=O)N2	385878	True	O=C(NCCc1ccncc1)c1cc[nH]c1	False									
787	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3ccncc3)c[nH]1)C(=O)N2	385878	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
787	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3ccncc3)c[nH]1)C(=O)N2	385878	True	c1cc[nH]c1	True	170	359.0	True	6480	5230	820	719	3391624	30513
787	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(C(=O)NCCc3ccncc3)c[nH]1)C(=O)N2	385878	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
788	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(-c3ccccc3)c[nH]1)C(=O)N2	385879	True	O=C1Nc2ccccc2C1=Cc1cc(-c2ccccc2)c[nH]1	False									
788	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(-c3ccccc3)c[nH]1)C(=O)N2	385879	True	O=C1Nc2ccccc2C1=Cc1ccc[nH]1	True	92264	18.0	True	4	4	683	26	1144	26
788	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(-c3ccccc3)c[nH]1)C(=O)N2	385879	True	c1ccc(-c2cc[nH]c2)cc1	True	171	43.0	True	161	92	820	124	30255	278
788	NC(=O)Nc1ccc2c(c1)/C(=C/c1cc(-c3ccccc3)c[nH]1)C(=O)N2	385879	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
